City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
493,bakanas,44.8081,76.2772,33.77,19,31,0.79,KZ,1690985586
494,kirakira,-10.4544,161.9205,24.84,89,97,4.6,SB,1690985587
495,aizpute,56.7167,21.6,19.57,56,33,6.59,LV,1690985588
496,amarante do maranhao,-5.5667,-46.7422,32.58,30,49,4.04,BR,1690985588
497,porto seguro,-16.4497,-39.0647,25.29,69,75,3.09,BR,1690985589
498,wallingford,41.457,-72.8232,23.39,62,0,2.06,US,1690985590
499,kamaishi,39.2667,141.8833,24.23,85,59,3.1,JP,1690985590
500,buta,2.7858,24.73,33.13,41,99,0.44,CD,1690985591
501,mitu,1.1983,-70.1733,26.76,70,14,1.23,CO,1690985591
502,bechar,31.6167,-2.2167,41.18,7,0,4.12,DZ,1690985592
503,jalalabad,34.4265,70.4515,39.37,22,0,6.15,AF,1690985592
504,boquira,-12.8231,-42.7306,27.73,39,0,3.24,BR,1690985593
505,castillos,-34.1667,-53.8333,22.59,69,0,4.0,UY,1690985593
506,burang,30.25,81.1667,12.85,77,93,2.76,CN,1690985594
507,xai-xai,-25.0519,33.6442,20.18,57,60,5.3,MZ,1690985595
508,pori,61.4833,21.7833,21.04,73,20,6.17,FI,1690985440
509,chilmari,25.5559,89.6715,29.62,77,78,6.46,BD,1690985596
510,essaouira,31.5125,-9.77,30.72,45,0,10.29,MA,1690985596
511,fortuna,40.5982,-124.1573,14.96,94,100,1.54,US,1690985373
512,yibin,28.7667,104.6238,25.36,92,76,0.3,CN,1690985597
513,egilsstadir,65.2653,-14.3948,9.95,76,20,5.14,IS,1690985598
514,badiyah,22.45,58.8,41.16,18,56,2.33,OM,1690985599
515,saint-mandrier-sur-mer,43.078,5.929,29.92,63,0,8.75,FR,1690985599
516,dadri,28.5667,77.55,29.12,58,59,1.68,IN,1690985600
517,kaa-khem,51.6833,94.7333,22.43,59,79,2.58,RU,1690985600
518,kayangel,8.0823,134.7173,28.04,73,74,1.18,PW,1690985601
519,fale old settlement,-9.3852,-171.2468,28.25,75,100,5.14,TK,1690985602
520,odda,60.0691,6.5457,20.01,65,60,1.74,NO,1690985602
521,labuan,5.2767,115.2417,26.72,78,95,2.24,MY,1690985603
522,luninyets,52.2472,26.8047,17.34,95,100,2.39,BY,1690985603
523,calabozo,8.9242,-67.4293,27.23,82,33,0.36,VE,1690985604
524,ust'-talovka,50.5493,81.85,25.84,43,100,2.32,KZ,1690985604
525,kathmandu,27.7167,85.3167,25.12,83,75,2.06,NP,1690985181
526,vila franca do campo,37.7167,-25.4333,27.33,66,15,2.58,PT,1690985605
527,vadso,70.0744,29.7487,24.49,73,0,6.17,NO,1690985606
528,melekeok village,7.4957,134.6367,27.27,78,55,0.9,PW,1690985607
529,rio bueno,-40.3167,-72.9667,7.84,92,100,1.8,CL,1690985607
530,fayzabad,37.1166,70.58,29.39,22,0,3.15,AF,1690985608
531,sauri,11.7266,6.7837,30.69,52,63,6.14,NG,1690985608
532,hailey,43.5196,-114.3153,20.49,63,100,2.57,US,1690985609
533,aykhal,66.0,111.5,15.7,81,99,3.78,RU,1690985609
534,rumonge,-3.9736,29.4386,28.2,42,100,2.66,BI,1690985610
535,tyukalinsk,55.8732,72.1967,22.48,68,51,4.09,RU,1690985610
536,naze,28.3667,129.4833,25.9,90,97,12.32,JP,1690985611
537,pacific grove,36.6177,-121.9166,15.01,93,100,1.54,US,1690985427
538,beyneu,45.3167,55.2,37.37,14,20,3.86,KZ,1690985612
539,ad darb,17.7229,42.2526,39.05,27,99,13.97,SA,1690985612
540,urucui,-7.2294,-44.5561,34.04,29,5,5.03,BR,1690985613
541,forster,-32.1667,152.5167,9.1,99,3,2.18,AU,1690985613
542,raja,8.4596,25.678,29.77,53,100,0.25,SS,1690985614
543,aksu,41.1231,80.2644,24.59,44,88,12.53,CN,1690985615
544,rudbar,30.15,62.6,42.86,6,0,3.92,AF,1690985616
545,nyachera,-0.9,30.4167,27.57,31,81,3.63,UG,1690985616
546,kale,50.9581,1.8521,20.0,80,95,13.88,FR,1690985617
547,kushtagi,15.7667,76.2,25.25,69,100,8.87,IN,1690985617
548,huamuxtitlan,17.8167,-98.5667,21.98,92,85,0.29,MX,1690985619
549,amalapuram,16.5833,82.0167,26.93,82,100,2.6,IN,1690985619
550,rumbek,6.802,29.6912,29.57,54,100,2.65,SS,1690985620
551,novovarshavka,54.1721,74.6946,27.7,44,7,4.57,RU,1690985620
552,koelwar,25.5833,84.8,30.95,70,58,7.99,IN,1690985621
553,mafinga,-7.25,35.0667,26.0,34,96,3.5,TZ,1690985621
554,talcahuano,-36.7167,-73.1167,9.82,71,0,3.09,CL,1690985526
555,hun,29.1268,15.9477,38.32,14,0,4.49,LY,1690985622
556,omutinskiy,56.4745,67.6709,20.81,69,69,3.89,RU,1690985623
557,tual,-5.6667,132.75,26.54,85,17,8.85,ID,1690985623
558,salinopolis,-0.6136,-47.3561,29.17,69,12,5.53,BR,1690985624
559,kursavka,44.4564,42.5093,23.88,64,100,2.32,RU,1690985624
560,molina,-35.1167,-71.2833,9.09,81,100,4.63,CL,1690985625
561,freetown,8.484,-13.2299,26.99,79,89,2.65,SL,1690985626
562,cuamba,-14.8031,36.5372,20.95,50,71,4.73,MZ,1690985627
563,san fernando,15.0286,120.6898,26.85,90,100,2.53,PH,1690985441
564,ardestan,33.3761,52.3694,38.87,8,1,7.18,IR,1690985628
565,yuzhno-kurilsk,44.0306,145.8556,18.77,93,42,2.04,RU,1690985629
566,thunder bay,48.4001,-89.3168,22.99,78,20,3.09,CA,1690985629
567,itoman,26.1247,127.6694,27.01,94,75,19.55,JP,1690985630
568,nioki,-2.7167,17.6833,38.24,19,91,1.3,CD,1690985630
569,'ain el turk,35.7438,-0.7693,39.5,26,0,4.63,DZ,1690985631
570,meridian,43.6121,-116.3915,25.84,53,0,2.06,US,1690985567
571,hamilton,39.1834,-84.5333,25.14,70,0,3.6,US,1690985632
572,cranleigh,51.1421,-0.4837,18.1,95,99,7.56,GB,1690985632
573,souillac,-20.5167,57.5167,22.21,94,75,2.57,MU,1690985633
574,mount pleasant,32.7941,-79.8626,29.99,73,20,6.69,US,1690985609
575,mugia,43.1041,-9.2179,23.84,70,40,5.75,ES,1690985634
576,tralee,52.2704,-9.7026,15.14,94,100,5.14,IE,1690985634
577,strelka,58.0728,93.0344,19.17,93,21,1.61,RU,1690985635
578,manakara,-22.1333,48.0167,20.04,86,98,6.01,MG,1690985636
579,sinan,34.8262,126.1086,26.84,79,100,1.57,KR,1690985636
580,chota,-6.55,-78.65,14.86,53,12,2.79,PE,1690985637
581,balnearia,-31.0088,-62.6673,25.21,42,0,3.85,AR,1690985637
582,qarah zia' od din,38.8915,45.0255,37.48,11,1,3.45,IR,1690985638
